,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他兼职,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他收获,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他不公平现象,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他能力,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
109,7lO8nmWM,5LmKREpM,踏*?梅,2022-2-17 11:56,2022-2-17 12:02,343,1,NriUJr,大学生兼职调查,183.147.171.223,120.249241,29.261135,浙江省,3,MOBILE,iOS,Apple WebKit,390px*844px,,男,3,4,浙江省，金华市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,1,0,0,1,0,1,0,1,校外,,,,,,,0,0,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,0,0,1,0,一到二个月,公司层次和品牌形象,家乡城市,较多联系,,,,,6,5,存在较少不公平现象,,,,,,,1,1,1,0,1,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,满足自我实现需要（激发潜能，实现自己的价值）
110,7YpQz9ZM,J7BOGB1L,cdm****97aac,2022-2-17 11:53,2022-2-17 12:00,423,1,NriUJr,大学生兼职调查,120.231.11.100,110.10421,20.797076,广东省,4,MOBILE,Android,weixin,360px*780px,,男,3,1,广东省，东莞市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,寒暑假,1001?2000元,非常不满意,1,1,1,0,0,0,向相关部门投诉,1,1,0,0,0,1,0,0,校内,1,0,0,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,进行过,1,0,0,0,1,0,四到六个月,实习条件和薪资待遇,学校所在城市,较少联系,,,,,5,5,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
111,ekqydob7,2MdA6gb7,认真***的旺仔,2022-2-17 11:56,2022-2-17 11:59,157,1,NriUJr,大学生兼职调查,60.210.239.36,118.899988,36.781319,山东省,4,MOBILE,iOS,Apple WebKit,375px*812px,,女,1,5,山东省，潍坊市,是,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,工作日,501-1000元,非常不满意,1,0,0,0,0,0,向相关部门投诉,1,0,1,0,1,1,0,1,校外,,,,,,,0,0,0,0,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,3,4,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
112,7YpQz9aM,aMgOxVyM,cdm****7u102,2022-2-17 11:54,2022-2-17 11:58,229,1,NriUJr,大学生兼职调查,223.96.183.40,115.497482,35.273214,山东省,5,MOBILE,Android,weixin,360px*770px,,女,3,3,河南省，商丘市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,寒暑假,500元及以下,非常不满意,0,0,0,0,0,1,,1,0,0,0,0,0,0,1,校外,,,,,,,1,0,0,0,0,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,1,0,0,0,0,四到六个月,公司层次和品牌形象,其他城市,密切密切,,,,,7,6,公平,,,,,,,0,1,0,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
113,LVJrz9bL,5M2A6RAe,cdm****oek9r,2022-2-17 11:53,2022-2-17 11:57,248,1,NriUJr,大学生兼职调查,111.41.214.202,124.888959,48.477935,黑龙江省,5,MOBILE,Android,weixin,360px*780px,,男,2,7,黑龙江省，齐齐哈尔市,是,,,,,,,,,,,,,,,,,,,,,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,周末,501-1000元,非常不满意,1,1,1,1,0,0,诉诸法律,1,1,1,1,1,1,0,1,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,1,1,0,0,0,大于六个月,实习条件和薪资待遇,一线城市,密切密切,,,,,7,7,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
114,L0mDk5je,z7lR2NJe,认真***调研,2022-2-16 18:14,2022-2-16 18:18,241,1,NriUJr,大学生兼职调查,120.204.129.35,121.349814,30.714146,上海市,1,MOBILE,iOS,Apple WebKit,414px*896px,,女,1,6,安徽省，滁州市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,0,0,0,1,校外,,,,,,,1,0,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,公司层次和品牌形象,家乡城市,密切密切,4,5,公平,,,,,,,0,1,0,0,0,1,1,0,很有帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
115,7qXdb86M,p7YN10aL,虫**地而趴,2022-2-16 18:13,2022-2-16 18:16,224,1,NriUJr,大学生兼职调查,60.212.97.188,120.7417,36.97351,山东省,3,COMPUTER,Windows,Chrome,1280px*720px,,女,1,4,山东省，烟台市,是,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,节假日,1001?2000元,非常不满意,0,0,0,0,0,1,,1,0,1,1,1,1,0,1,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,0,1,1,0,1,0,二到四个月,与专业的相关性,一线城市,密切密切,,,,,5,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
117,M6BP2XdM,p7YQDkZ7,cdm****gR2Ny,2022-2-16 17:54,2022-2-16 17:59,285,1,NriUJr,大学生兼职调查,183.210.200.231,119.973701,31.834964,江苏省,3,MOBILE,iOS,Apple WebKit,390px*844px,,男,1,5,江苏省，徐州市,是,,,,,,,,,,,,,,,,,,,,,3,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,寒暑假,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,1,0,1,0,0,0,0,1,校外,,,,,,,0,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,学校所在城市,较多联系,5,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
118,7qXdb02M,2MdoJwNe,cdm****D3RuB,2022-2-16 17:55,2022-2-16 17:59,192,1,NriUJr,大学生兼职调查,111.18.167.42,107.744064,34.271175,陕西省,5,MOBILE,Android,weixin,393px*873px,,女,2,3,陕西省，宝鸡市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,节假日,500元及以下,非常不满意,1,0,0,0,1,0,向相关部门投诉,1,1,0,1,0,0,0,1,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,可以留用,其他城市,密切密切,5,5,存在较多不公平现象,1,0,1,1,1,0,0,1,0,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,满足安全需要（工作稳定，很少有焦虑）
119,7lO80QpM,ve8AGOXM,?*,2022-2-16 17:44,2022-2-16 17:49,298,1,NriUJr,大学生兼职调查,111.227.141.46,119.63186,39.95395,河北省,4,COMPUTER,Windows,Chrome,1549px*872px,,男,2,2,河北省，秦皇岛市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,工作日,501-1000元,非常不满意,0,0,1,0,0,0,忍气吞声，自认倒霉,0,0,1,0,1,1,0,1,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,四到六个月,与专业的相关性,一线城市,密切密切,7,5,存在较少不公平现象,,,,,,,0,0,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
120,Mr5nbW5e,2Md1q6Z7,cdm****wu12A,2022-2-16 17:40,2022-2-16 17:43,188,1,NriUJr,大学生兼职调查,125.71.76.30,104.053827,30.59809,四川省,2,MOBILE,Android,weixin,393px*851px,,男,1,2,四川省，成都市,是,,,,,,,,,,,,,,,,,,,,,3,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,周末,501-1000元,非常不满意,0,1,0,0,0,0,向相关部门投诉,0,1,1,1,0,0,0,1,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,公司层次和品牌形象,学校所在城市,密切密切,6,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
121,LVJryOlL,ve8ADJzM,小*,2022-2-16 17:38,2022-2-16 17:41,154,1,NriUJr,大学生兼职调查,223.147.93.152,113.867848,28.677602,湖南省,4,MOBILE,Android,Chrome,360px*800px,,男,3,1,湖南省，岳阳市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,周末,500元及以下,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,1,0,1,0,0,0,校外,,,,,,,0,0,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一个月,实习条件和薪资待遇,一线城市,较多联系,5,4,存在较少不公平现象,,,,,,,0,1,1,0,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
123,eyPbaKPL,xMoVJ5Oe,cdm****qTavU,2022-2-16 17:24,2022-2-16 17:32,488,1,NriUJr,大学生兼职调查,36.28.28.196,120.6045383,29.9947228,浙江省,3,MOBILE,iOS,weixin,390px*844px,,男,2,6,浙江省，绍兴市,是,,,,,,,,,,,,,,,,,,,,,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,寒暑假,501-1000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,0,0,0,1,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,0,0,0,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,,,,,6,6,存在较少不公平现象,,,,,,,0,0,1,1,0,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
124,eyPbaanL,KLOnrJ47,cdm****vtT0k,2022-2-16 17:26,2022-2-16 17:31,303,1,NriUJr,大学生兼职调查,36.23.68.127,115.399288,37.35025,河北省,5,MOBILE,Android,weixin,360px*780px,,女,2,3,河北省，邢台市,是,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,寒暑假,500元及以下,非常不满意,0,0,0,0,0,1,,0,1,0,0,1,0,0,1,校外,,,,,,,0,0,0,1,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,3,5,存在较少不公平现象,,,,,,,0,0,1,1,0,0,0,0,基本没有帮助,,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
125,M1KAQQzL,p7YQOql7,i**er,2022-2-16 17:28,2022-2-16 17:30,162,1,NriUJr,大学生兼职调查,223.104.20.98,115.055227,30.239121,湖北省,5,MOBILE,iOS,Apple WebKit,375px*812px,,女,3,1,湖北省，黄石市,是,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,1,1,1,0,1,0,0,1,校内,1,0,0,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,密切密切,5,5,公平,,,,,,,1,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
126,LOyO1ONM,37KDEaKL,cdm****IVWpj,2022-2-16 17:22,2022-2-16 17:24,152,1,NriUJr,大学生兼职调查,182.124.181.65,114.27586,36.113644,河南省,5,MOBILE,Android,Chrome,393px*851px,,女,2,2,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,周末,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,1,1,0,1,0,0,0,0,校外,,,,,,,0,1,0,1,0,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,一线城市,较多联系,6,5,公平,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
127,M9X0ngve,4enRm42e,cdm****O1qAE,2022-2-16 17:10,2022-2-16 17:21,681,1,NriUJr,大学生兼职调查,223.104.219.25,104.650961,29.519001,四川省,6,MOBILE,Android,weixin,360px*800px,,女,1,2,四川省，内江市,是,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,1,0,0,0,1,校外,,,,,,,0,1,1,0,0,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,可以给出实习证明即可,家乡城市,较多联系,4,5,存在较少不公平现象,,,,,,,0,0,1,0,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,受到尊重（工作体面有尊严
128,L0mDkYRe,KLOn3wx7,cdm****jQI93,2022-2-16 17:16,2022-2-16 17:21,312,1,NriUJr,大学生兼职调查,223.88.14.28,112.959097,34.747383,河南省,2,MOBILE,Android,weixin,360px*800px,,女,1,4,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,节假日,1001?2000元,非常不满意,1,0,1,0,0,0,向相关部门投诉,0,0,1,1,1,1,0,1,校外,,,,,,,0,0,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,0,1,0,0,二到四个月,可以留用,家乡城市,较多联系,,,,,6,6,存在较少不公平现象,,,,,,,1,0,1,0,0,0,1,0,很有帮助,正式职业之外可以继续保持该兼职,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,满足安全需要（工作稳定，很少有焦虑）
129,7AxO0DrM,5LmodpxM,比*金,2022-2-16 17:17,2022-2-16 17:21,257,1,NriUJr,大学生兼职调查,123.180.39.227,114.710264,37.423666,河北省,5,MOBILE,Android,Chrome,360px*800px,,女,3,6,河北省，邢台市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,寒暑假,500元及以下,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,1,0,1,校内,0,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,1,0,1,0,四到六个月,与专业的相关性,一线城市,密切密切,,,,,5,3,存在较多不公平现象,0,0,0,1,1,0,1,1,1,0,0,0,1,0,有一点帮助,正式职业之外可以继续保持该兼职,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
130,eyPba6GL,5M2Bzv8M,cdm****Al2Hc,2022-2-16 17:15,2022-2-16 17:20,291,1,NriUJr,大学生兼职调查,117.135.86.61,121.427621,31.407261,上海市,1,MOBILE,Android,weixin,360px*800px,,女,2,2,上海市，市辖区,是,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,寒暑假,1001?2000元,非常不满意,0,0,1,0,1,0,忍气吞声，自认倒霉,0,0,1,1,0,0,0,0,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,家乡城市,较多联系,5,3,公平,,,,,,,0,1,1,0,0,0,0,1,有一点帮助,正式职业不会选择少数做过的兼职,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
131,7YpQgaaM,2Md102m7,cdm****eejsh,2022-2-16 17:16,2022-2-16 17:20,204,1,NriUJr,大学生兼职调查,223.73.191.210,113.79933,23.05604,广东省,2,COMPUTER,Windows,Chrome,1280px*720px,,女,1,3,广东省，湛江市,是,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,周末,501-1000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,1,校内,0,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,4,6,公平,,,,,,,0,1,0,0,0,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
132,L0mDkvRe,G7XJowBe,cdm****x1IN7,2022-2-16 17:14,2022-2-16 17:19,305,1,NriUJr,大学生兼职调查,118.115.72.159,104.0423792,30.5427919,四川省,2,MOBILE,iOS,weixin,414px*736px,,女,3,2,四川省，成都市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,1,1,1,1,0,0,0,1,校内,0,1,0,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,一线城市,较多联系,5,6,存在较少不公平现象,,,,,,,0,1,1,0,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,受到尊重（工作体面有尊严
133,e3BA8OnL,aMgO4oOM,cdm****waeB4,2022-2-16 17:14,2022-2-16 17:17,198,1,NriUJr,大学生兼职调查,111.25.24.26,125.301169,43.917334,吉林省,3,MOBILE,Android,weixin,360px*770px,,女,1,1,吉林省，长春市,是,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,寒暑假,501-1000元,非常不满意,1,1,0,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,1,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,四到六个月,实习条件和薪资待遇,一线城市,较多联系,5,6,存在较少不公平现象,,,,,,,0,1,0,1,0,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
134,LGBA0Y57,G7Xk0vDM,W*N,2022-2-16 17:13,2022-2-16 17:17,227,1,NriUJr,大学生兼职调查,36.157.102.12,112.541906,27.954995,湖南省,4,MOBILE,Android,weixin,360px*800px,,女,1,2,湖南省，湘潭市,是,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,0,0,1,0,0,0,1,1,校内,1,1,0,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,6,公平,,,,,,,1,0,1,0,0,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,满足安全需要（工作稳定，很少有焦虑）
